username,mention_count,roles,username_lower,is_known_bot,only_comments,high_volume,is_behavioral_bot,suspected_bot
redmvc,3,"['comment_authors', 'review_comment_authors', 'author']",redmvc,False,False,False,False,False
Zettelkasten,1,['comment_authors'],zettelkasten,False,True,False,True,True
changlan,3,"['comment_authors', 'review_comment_authors', 'author']",changlan,False,False,False,False,False
johnhaitas,3,"['comment_authors', 'author']",johnhaitas,False,False,False,False,False
Pavani-Panakanti,1,['author'],pavani-panakanti,False,False,False,False,False
Lin-Mao,1,['author'],lin-mao,False,False,False,False,False
gprateek93,3,"['comment_authors', 'review_comment_authors', 'author']",gprateek93,False,False,False,False,False
mushkul,2,"['comment_authors', 'author']",mushkul,False,False,False,False,False
siboehm,3,"['comment_authors', 'review_comment_authors', 'author']",siboehm,False,False,False,False,False
parkerlamb,1,['author'],parkerlamb,False,False,False,False,False
adrak0,1,['author'],adrak0,False,False,False,False,False
yzyz,1,['author'],yzyz,False,False,False,False,False
lisn0,1,['author'],lisn0,False,False,False,False,False
luotao1,1,['comment_authors'],luotao1,False,True,False,True,True
Arfrever,3,"['author', 'comment_authors', 'review_comment_authors']",arfrever,False,False,False,False,False
xiaoas,1,['author'],xiaoas,False,False,False,False,False
KanchiShimono,3,"['comment_authors', 'review_comment_authors', 'author']",kanchishimono,False,False,False,False,False
code4lala,2,"['comment_authors', 'author']",code4lala,False,False,False,False,False
fzhao3,1,['comment_authors'],fzhao3,False,True,False,True,True
CompRhys,1,['author'],comprhys,False,False,False,False,False
Birch-san,3,"['comment_authors', 'author']",birch-san,False,False,False,False,False
amorehead,1,['comment_authors'],amorehead,False,True,False,True,True
mnbucher,1,['comment_authors'],mnbucher,False,True,False,True,True
Ziyang-Yu,1,['comment_authors'],ziyang-yu,False,True,False,True,True
maldil,3,"['comment_authors', 'author']",maldil,False,False,False,False,False
azhx,2,"['comment_authors', 'author']",azhx,False,False,False,False,False
openrichardfb,11,"['comment_authors', 'author']",openrichardfb,False,False,False,False,False
MdAamirRaihan,2,"['comment_authors', 'author']",mdaamirraihan,False,False,False,False,False
dulinriley,18,"['comment_authors', 'review_comment_authors', 'author']",dulinriley,False,False,False,False,False
jeanschmidt,126,"['comment_authors', 'review_comment_authors', 'author']",jeanschmidt,False,False,False,False,False
wenzhe-nrv,19,"['comment_authors', 'review_comment_authors', 'author']",wenzhe-nrv,False,False,False,False,False
grievejia,3,['author'],grievejia,False,False,False,False,False
bmsknight,1,['author'],bmsknight,False,False,False,False,False
o-hanna,11,"['comment_authors', 'review_comment_authors', 'author']",o-hanna,False,False,False,False,False
cyai,3,"['comment_authors', 'author']",cyai,False,False,False,False,False
zazyzaya,1,['author'],zazyzaya,False,False,False,False,False
nariaki3551,1,['author'],nariaki3551,False,False,False,False,False
Xing-lil,1,['author'],xing-lil,False,False,False,False,False
vtlam,5,"['comment_authors', 'review_comment_authors', 'author']",vtlam,False,False,False,False,False
AvisP,1,['comment_authors'],avisp,False,True,False,True,True
DenisVieriu97,142,"['comment_authors', 'review_comment_authors', 'author']",denisvieriu97,False,False,False,False,False
priyankarg,2,"['comment_authors', 'author']",priyankarg,False,False,False,False,False
zehraina,1,['author'],zehraina,False,False,False,False,False
R1ddl3m3Th15,1,['author'],r1ddl3m3th15,False,False,False,False,False
lnw,6,"['comment_authors', 'review_comment_authors', 'author']",lnw,False,False,False,False,False
Hassall,1,['author'],hassall,False,False,False,False,False
hassalfb,1,['author'],hassalfb,False,False,False,False,False
c-odrin,13,"['comment_authors', 'review_comment_authors', 'author']",c-odrin,False,False,False,False,False
myoung34,2,['author'],myoung34,False,False,False,False,False
yhcharles,77,"['comment_authors', 'review_comment_authors', 'author']",yhcharles,False,False,False,False,False
phhusson,1,['author'],phhusson,False,False,False,False,False
mlazos,411,"['comment_authors', 'review_comment_authors', 'author']",mlazos,False,False,False,False,False
NicoleMayer,1,['author'],nicolemayer,False,False,False,False,False
Jeremalloch,1,['author'],jeremalloch,False,False,False,False,False
skmonga,1,['author'],skmonga,False,False,False,False,False
teddykoker,1,['author'],teddykoker,False,False,False,False,False
RenfeiChen-FB,10,"['comment_authors', 'review_comment_authors', 'author']",renfeichen-fb,False,False,False,False,False
HeGaoYuan,1,['comment_authors'],hegaoyuan,False,True,False,True,True
zhuangh,2,"['comment_authors', 'author']",zhuangh,False,False,False,False,False
mandroid6,5,['author'],mandroid6,False,False,False,False,False
denix56,1,['comment_authors'],denix56,False,True,False,True,True
ywalterh,1,['comment_authors'],ywalterh,False,True,False,True,True
comeweber,1,['review_comment_authors'],comeweber,False,True,False,True,True
jerome-habana,3,"['comment_authors', 'review_comment_authors', 'author']",jerome-habana,False,False,False,False,False
dmikushin,9,"['comment_authors', 'author']",dmikushin,False,False,False,False,False
gl3lan,1,['author'],gl3lan,False,False,False,False,False
huydhn,1521,"['comment_authors', 'review_comment_authors', 'author']",huydhn,False,False,True,True,True
ronakmal,1,['author'],ronakmal,False,False,False,False,False
WilliamTambellini,2,"['comment_authors', 'author']",williamtambellini,False,False,False,False,False
reyoung,2,"['comment_authors', 'author']",reyoung,False,False,False,False,False
JakopinA,2,['author'],jakopina,False,False,False,False,False
aashaka,6,"['review_comment_authors', 'author']",aashaka,False,False,False,False,False
ZhiweiYan-96,19,"['comment_authors', 'review_comment_authors', 'author']",zhiweiyan-96,False,False,False,False,False
kamalkraj,2,"['review_comment_authors', 'author']",kamalkraj,False,False,False,False,False
abhudev,10,"['author', 'comment_authors', 'review_comment_authors']",abhudev,False,False,False,False,False
apeltop,1,['author'],apeltop,False,False,False,False,False
saharshoza,1,['author'],saharshoza,False,False,False,False,False
dogeplusplus,1,['author'],dogeplusplus,False,False,False,False,False
n-zhuravlev,3,"['comment_authors', 'review_comment_authors', 'author']",n-zhuravlev,False,False,False,False,False
lukasfolle,1,['author'],lukasfolle,False,False,False,False,False
Qiza-lyhm,1,['author'],qiza-lyhm,False,False,False,False,False
gpetters94,5,"['comment_authors', 'author']",gpetters94,False,False,False,False,False
shifajaman,1,['author'],shifajaman,False,False,False,False,False
Equim-chan,1,['comment_authors'],equim-chan,False,True,False,True,True
stich,3,"['comment_authors', 'review_comment_authors', 'author']",stich,False,False,False,False,False
slgong-fb,48,"['comment_authors', 'review_comment_authors', 'author']",slgong-fb,False,False,False,False,False
Yura52,3,"['comment_authors', 'author']",yura52,False,False,False,False,False
vivekkhandelwal1,19,"['comment_authors', 'review_comment_authors', 'author']",vivekkhandelwal1,False,False,False,False,False
7starsea,2,"['comment_authors', 'author']",7starsea,False,False,False,False,False
fdrocha,103,"['comment_authors', 'review_comment_authors', 'author']",fdrocha,False,False,False,False,False
ablacklama,1,['author'],ablacklama,False,False,False,False,False
dpk86,1,['author'],dpk86,False,False,False,False,False
sanathanrao,1,['author'],sanathanrao,False,False,False,False,False
pscottchristie-fb,1,['author'],pscottchristie-fb,False,False,False,False,False
YLGH,12,"['comment_authors', 'review_comment_authors', 'author']",ylgh,False,False,False,False,False
ljfitz,2,"['comment_authors', 'author']",ljfitz,False,False,False,False,False
anshradh,4,"['comment_authors', 'review_comment_authors', 'author']",anshradh,False,False,False,False,False
cjao,2,"['review_comment_authors', 'author']",cjao,False,False,False,False,False
weiwangmeta,188,"['comment_authors', 'review_comment_authors', 'author']",weiwangmeta,False,False,False,False,False
d16r,1,['author'],d16r,False,False,False,False,False
YashNuhash,1,['author'],yashnuhash,False,False,False,False,False
FindHao,25,"['comment_authors', 'review_comment_authors', 'author']",findhao,False,False,False,False,False
Guobing-Chen,17,"['comment_authors', 'review_comment_authors', 'author']",guobing-chen,False,False,False,False,False
johannespitz,2,"['review_comment_authors', 'author']",johannespitz,False,False,False,False,False
AlvaroH1276,2,['author'],alvaroh1276,False,False,False,False,False
MatthewCaseres,2,"['comment_authors', 'author']",matthewcaseres,False,False,False,False,False
guangzlu,1,['comment_authors'],guangzlu,False,True,False,True,True
lucidrains,3,"['comment_authors', 'review_comment_authors']",lucidrains,False,True,False,True,True
vadimcn,1,['comment_authors'],vadimcn,False,True,False,True,True
0ctavius,2,"['comment_authors', 'author']",0ctavius,False,False,False,False,False
hguandl,1,['author'],hguandl,False,False,False,False,False
billdarrow,2,"['review_comment_authors', 'author']",billdarrow,False,False,False,False,False
vtlam1,2,"['comment_authors', 'review_comment_authors']",vtlam1,False,True,False,True,True
mamaj,1,['author'],mamaj,False,False,False,False,False
guodongxiaren,2,"['comment_authors', 'author']",guodongxiaren,False,False,False,False,False
mark39107pro,2,"['comment_authors', 'author']",mark39107pro,False,False,False,False,False
sjiang95,3,"['comment_authors', 'review_comment_authors', 'author']",sjiang95,False,False,False,False,False
Blackhex,24,"['comment_authors', 'author', 'review_comment_authors']",blackhex,False,False,False,False,False
vladimir-aubrecht,11,"['comment_authors', 'author', 'review_comment_authors']",vladimir-aubrecht,False,False,False,False,False
zaouk,1,['author'],zaouk,False,False,False,False,False
HamidShojanazeri,2,['comment_authors'],hamidshojanazeri,False,True,False,True,True
waynechiang,1,['author'],waynechiang,False,False,False,False,False
Pedrexus,1,['comment_authors'],pedrexus,False,True,False,True,True
wqh17101,2,"['comment_authors', 'author']",wqh17101,False,False,False,False,False
simpleton,2,['author'],simpleton,False,False,False,False,False
nmacchioni,58,"['comment_authors', 'review_comment_authors', 'author']",nmacchioni,False,False,False,False,False
ymwangg,11,"['comment_authors', 'review_comment_authors', 'author']",ymwangg,False,False,False,False,False
hubertlu-tw,6,"['comment_authors', 'author']",hubertlu-tw,False,False,False,False,False
aymyrafb,1,['author'],aymyrafb,False,False,False,False,False
RalphMao,1,['comment_authors'],ralphmao,False,True,False,True,True
Padarn,5,"['comment_authors', 'review_comment_authors', 'author']",padarn,False,False,False,False,False
RohanHBTU,1,['author'],rohanhbtu,False,False,False,False,False
XuehaiPan,168,"['comment_authors', 'review_comment_authors', 'author']",xuehaipan,False,False,False,False,False
li-positive-one,1,['author'],li-positive-one,False,False,False,False,False
xunnanxu,17,"['author', 'comment_authors', 'review_comment_authors']",xunnanxu,False,False,False,False,False
fxzhang,1,['author'],fxzhang,False,False,False,False,False
steventk-g,11,"['comment_authors', 'review_comment_authors', 'author']",steventk-g,False,False,False,False,False
kleinicke,2,"['comment_authors', 'author']",kleinicke,False,False,False,False,False
xinyazhang,16,"['comment_authors', 'review_comment_authors', 'author']",xinyazhang,False,False,False,False,False
cooljackal,2,"['comment_authors', 'author']",cooljackal,False,False,False,False,False
zechenghe,1,['author'],zechenghe,False,False,False,False,False
dtsenter-fb,1,['author'],dtsenter-fb,False,False,False,False,False
arashb,1,['author'],arashb,False,False,False,False,False
tarun292,15,"['comment_authors', 'review_comment_authors', 'author']",tarun292,False,False,False,False,False
alugorey,30,"['comment_authors', 'review_comment_authors', 'author']",alugorey,False,False,False,False,False
mananshah99,2,"['review_comment_authors', 'author']",mananshah99,False,False,False,False,False
msebindavis,2,"['comment_authors', 'author']",msebindavis,False,False,False,False,False
EmileForker,2,"['comment_authors', 'author']",emileforker,False,False,False,False,False
jazzysoggy,15,"['comment_authors', 'review_comment_authors', 'author']",jazzysoggy,False,False,False,False,False
vidsinghal,3,"['comment_authors', 'review_comment_authors', 'author']",vidsinghal,False,False,False,False,False
jkeljo,2,['author'],jkeljo,False,False,False,False,False
vfonov,2,['author'],vfonov,False,False,False,False,False
Miladrzh,2,"['comment_authors', 'author']",miladrzh,False,False,False,False,False
philipturner,4,"['comment_authors', 'author']",philipturner,False,False,False,False,False
mfeyx,2,"['comment_authors', 'author']",mfeyx,False,False,False,False,False
shahruk10,1,['author'],shahruk10,False,False,False,False,False
happyalu,1,['comment_authors'],happyalu,False,True,False,True,True
mattsta,1,['author'],mattsta,False,False,False,False,False
Alex7Li,2,"['review_comment_authors', 'author']",alex7li,False,False,False,False,False
JohT,2,"['comment_authors', 'author']",joht,False,False,False,False,False
rohitdhadi25,1,['author'],rohitdhadi25,False,False,False,False,False
DeviManiTS,2,"['comment_authors', 'author']",devimanits,False,False,False,False,False
hao-l1,1,['author'],hao-l1,False,False,False,False,False
skrobchik,4,"['comment_authors', 'author']",skrobchik,False,False,False,False,False
ax3l,7,"['comment_authors', 'author', 'review_comment_authors']",ax3l,False,False,False,False,False
Vaibhav0911,2,"['comment_authors', 'author']",vaibhav0911,False,False,False,False,False
sypneiwski,33,"['comment_authors', 'review_comment_authors', 'author']",sypneiwski,False,False,False,False,False
tonyd,1,['author'],tonyd,False,False,False,False,False
federicopozzi33,6,"['comment_authors', 'review_comment_authors', 'author']",federicopozzi33,False,False,False,False,False
jamill,2,"['comment_authors', 'author']",jamill,False,False,False,False,False
tiandiao123,13,"['comment_authors', 'review_comment_authors', 'author']",tiandiao123,False,False,False,False,False
guangyey,55,"['comment_authors', 'review_comment_authors', 'author']",guangyey,False,False,False,False,False
raj-magesh,1,['author'],raj-magesh,False,False,False,False,False
KexinFeng,1,['author'],kexinfeng,False,False,False,False,False
se4ml,2,"['comment_authors', 'author']",se4ml,False,False,False,False,False
dbish,3,"['comment_authors', 'review_comment_authors', 'author']",dbish,False,False,False,False,False
eustin,2,"['comment_authors', 'author']",eustin,False,False,False,False,False
Kr4is,2,"['comment_authors', 'author']",kr4is,False,False,False,False,False
BarclayII,1,['review_comment_authors'],barclayii,False,True,False,True,True
bencwallace,3,"['review_comment_authors', 'author']",bencwallace,False,False,False,False,False
yoavnavon,2,"['review_comment_authors', 'author']",yoavnavon,False,False,False,False,False
UbajakaCJ,1,['author'],ubajakacj,False,False,False,False,False
laurentsimon,2,"['comment_authors', 'author']",laurentsimon,False,False,False,False,False
dalcinl,1,['review_comment_authors'],dalcinl,False,True,False,True,True
TamirRozenfeld,4,"['comment_authors', 'author']",tamirrozenfeld,False,False,False,False,False
joshua-xia,3,"['comment_authors', 'review_comment_authors', 'author']",joshua-xia,False,False,False,False,False
karanprime,2,"['comment_authors', 'author']",karanprime,False,False,False,False,False
rafaelcfsousa,2,"['comment_authors', 'author']",rafaelcfsousa,False,False,False,False,False
RajalakshmiSR,1,['comment_authors'],rajalakshmisr,False,True,False,True,True
smeenai,6,"['comment_authors', 'author']",smeenai,False,False,False,False,False
jcaip,158,"['comment_authors', 'review_comment_authors', 'author']",jcaip,False,False,False,False,False
1enn0,2,"['comment_authors', 'author']",1enn0,False,False,False,False,False
ashkan-software,1,['review_comment_authors'],ashkan-software,False,True,False,True,True
sakgoyal,1,['comment_authors'],sakgoyal,False,True,False,True,True
violethaze74,1,['author'],violethaze74,False,False,False,False,False
danrecoskie,6,"['comment_authors', 'author']",danrecoskie,False,False,False,False,False
andysamfb,5,"['comment_authors', 'review_comment_authors', 'author']",andysamfb,False,False,False,False,False
rgtjf,1,['review_comment_authors'],rgtjf,False,True,False,True,True
j-karim,1,['author'],j-karim,False,False,False,False,False
SungMinCho,3,"['comment_authors', 'review_comment_authors', 'author']",sungmincho,False,False,False,False,False
snadampal,28,"['comment_authors', 'review_comment_authors', 'author']",snadampal,False,False,False,False,False
leycec,2,['comment_authors'],leycec,False,True,False,True,True
bchen2020,7,"['comment_authors', 'review_comment_authors', 'author']",bchen2020,False,False,False,False,False
ianbarber,2,"['comment_authors', 'author']",ianbarber,False,False,False,False,False
liuk22,11,"['comment_authors', 'review_comment_authors', 'author']",liuk22,False,False,False,False,False
schlagercollin,3,"['comment_authors', 'review_comment_authors', 'author']",schlagercollin,False,False,False,False,False
zhuyuhua-v,2,"['comment_authors', 'author']",zhuyuhua-v,False,False,False,False,False
FarzanT,1,['comment_authors'],farzant,False,True,False,True,True
xiaoyam99,1,['author'],xiaoyam99,False,False,False,False,False
000Justin000,3,"['comment_authors', 'author']",000justin000,False,False,False,False,False
ckkissane,3,"['comment_authors', 'author']",ckkissane,False,False,False,False,False
pallab-zz,1,['author'],pallab-zz,False,False,False,False,False
kinshukdua,1,['author'],kinshukdua,False,False,False,False,False
latorrefabian,1,['author'],latorrefabian,False,False,False,False,False
hhy3,1,['author'],hhy3,False,False,False,False,False
shenxiul,2,['author'],shenxiul,False,False,False,False,False
s-atharva,1,['author'],s-atharva,False,False,False,False,False
OccupyMars2025,2,"['comment_authors', 'author']",occupymars2025,False,False,False,False,False
qiminglu,2,"['comment_authors', 'author']",qiminglu,False,False,False,False,False
rezasharifi,1,['author'],rezasharifi,False,False,False,False,False
Reubend,1,['author'],reubend,False,False,False,False,False
sladebot,3,"['comment_authors', 'review_comment_authors', 'author']",sladebot,False,False,False,False,False
Ishan-Rajgarhia,2,"['comment_authors', 'author']",ishan-rajgarhia,False,False,False,False,False
Acciorocketships,1,['comment_authors'],acciorocketships,False,True,False,True,True
nanoax,4,['author'],nanoax,False,False,False,False,False
lessw2020,12,"['author', 'comment_authors', 'review_comment_authors']",lessw2020,False,False,False,False,False
mravanelli,1,['comment_authors'],mravanelli,False,True,False,True,True
ashay,1,['comment_authors'],ashay,False,True,False,True,True
ThibaultCastells,3,"['comment_authors', 'review_comment_authors', 'author']",thibaultcastells,False,False,False,False,False
dmm-fb,3,"['review_comment_authors', 'author']",dmm-fb,False,False,False,False,False
cjauvin,2,"['comment_authors', 'author']",cjauvin,False,False,False,False,False
RangiLyu,2,"['comment_authors', 'author']",rangilyu,False,False,False,False,False
kuttire42,3,"['comment_authors', 'review_comment_authors', 'author']",kuttire42,False,False,False,False,False
li-yi-dong,5,"['comment_authors', 'author']",li-yi-dong,False,False,False,False,False
ihoffman1028,1,['author'],ihoffman1028,False,False,False,False,False
dLobatog,3,"['review_comment_authors', 'author']",dlobatog,False,False,False,False,False
soof-golan,7,"['comment_authors', 'review_comment_authors', 'author']",soof-golan,False,False,False,False,False
glunkad,3,"['comment_authors', 'review_comment_authors', 'author']",glunkad,False,False,False,False,False
xndcn,8,"['comment_authors', 'review_comment_authors', 'author']",xndcn,False,False,False,False,False
breidct,2,"['comment_authors', 'author']",breidct,False,False,False,False,False
zhijl,2,"['comment_authors', 'author']",zhijl,False,False,False,False,False
marigoold,1,['author'],marigoold,False,False,False,False,False
jon-chuang,463,"['comment_authors', 'review_comment_authors', 'author']",jon-chuang,False,False,False,False,False
Pompey21,2,['author'],pompey21,False,False,False,False,False
AdamOswald,1,['author'],adamoswald,False,False,False,False,False
MatthiasKohl,5,"['comment_authors', 'author']",matthiaskohl,False,False,False,False,False
srossross,83,"['comment_authors', 'review_comment_authors', 'author']",srossross,False,False,False,False,False
psaab,14,"['comment_authors', 'author']",psaab,False,False,False,False,False
jataylo,94,"['comment_authors', 'review_comment_authors', 'author']",jataylo,False,False,False,False,False
JiayuXu0,1,['author'],jiayuxu0,False,False,False,False,False
deklov,2,['author'],deklov,False,False,False,False,False
kunalb,15,"['comment_authors', 'review_comment_authors', 'author']",kunalb,False,False,False,False,False
HAOCHENYE,2,"['comment_authors', 'author']",haochenye,False,False,False,False,False
krallin,2,['author'],krallin,False,False,False,False,False
updaun,1,['author'],updaun,False,False,False,False,False
Valentine233,109,"['comment_authors', 'review_comment_authors', 'author']",valentine233,False,False,False,False,False
openrefactory,3,"['comment_authors', 'author']",openrefactory,False,False,False,False,False
terri1102,1,['author'],terri1102,False,False,False,False,False
wenh06,3,"['comment_authors', 'author']",wenh06,False,False,False,False,False
nadavrot,3,"['comment_authors', 'author']",nadavrot,False,False,False,False,False
Bucero,1,['author'],bucero,False,False,False,False,False
RanaAashish,1,['author'],ranaaashish,False,False,False,False,False
95hj,1,['author'],95hj,False,False,False,False,False
ixNeo,1,['comment_authors'],ixneo,False,True,False,True,True
SebastianAment,3,"['comment_authors', 'review_comment_authors', 'author']",sebastianament,False,False,False,False,False
hefeiumich,2,"['comment_authors', 'author']",hefeiumich,False,False,False,False,False
borisfom,5,"['comment_authors', 'review_comment_authors', 'author']",borisfom,False,False,False,False,False
numpee,1,['comment_authors'],numpee,False,True,False,True,True
tahle,1,['comment_authors'],tahle,False,True,False,True,True
Vishu26,1,['author'],vishu26,False,False,False,False,False
daspartho,4,"['comment_authors', 'author']",daspartho,False,False,False,False,False
JanFidor,4,"['comment_authors', 'author']",janfidor,False,False,False,False,False
Berzeg,6,"['comment_authors', 'review_comment_authors', 'author']",berzeg,False,False,False,False,False
winnie1994,1,['author'],winnie1994,False,False,False,False,False
shamoons,1,['comment_authors'],shamoons,False,True,False,True,True
ggwg,1,['author'],ggwg,False,False,False,False,False
Pjha72,1,['author'],pjha72,False,False,False,False,False
rymoos,1,['author'],rymoos,False,False,False,False,False
fufeisi,15,"['comment_authors', 'review_comment_authors', 'author']",fufeisi,False,False,False,False,False
JackDanger,2,"['comment_authors', 'author']",jackdanger,False,False,False,False,False
ShisuiUzumaki,7,"['comment_authors', 'review_comment_authors', 'author']",shisuiuzumaki,False,False,False,False,False
bobby-lin-cdc,1,['author'],bobby-lin-cdc,False,False,False,False,False
s5u13b,2,"['comment_authors', 'author']",s5u13b,False,False,False,False,False
abhi-glitchhg,1,['author'],abhi-glitchhg,False,False,False,False,False
australopitek,10,"['comment_authors', 'review_comment_authors', 'author']",australopitek,False,False,False,False,False
carmencchow,2,"['comment_authors', 'author']",carmencchow,False,False,False,False,False
tttc3,1,['author'],tttc3,False,False,False,False,False
alihassanijr,1,['comment_authors'],alihassanijr,False,True,False,True,True
Shasmita,2,['comment_authors'],shasmita,False,True,False,True,True
YoniChechik,1,['author'],yonichechik,False,False,False,False,False
PhaneeshB,1,['author'],phaneeshb,False,False,False,False,False
speediedan,30,"['comment_authors', 'review_comment_authors', 'author']",speediedan,False,False,False,False,False
smk2007,8,"['comment_authors', 'author']",smk2007,False,False,False,False,False
EwoutH,1,['comment_authors'],ewouth,False,True,False,True,True
Looong01,1,['comment_authors'],looong01,False,True,False,True,True
arnavmehta7,1,['author'],arnavmehta7,False,False,False,False,False
muhaksim,2,"['comment_authors', 'author']",muhaksim,False,False,False,False,False
souravmandal,7,"['comment_authors', 'review_comment_authors', 'author']",souravmandal,False,False,False,False,False
jisaacso,2,"['comment_authors', 'review_comment_authors']",jisaacso,False,True,False,True,True
tahsinsoha,1,['author'],tahsinsoha,False,False,False,False,False
zakhar-kogan,2,"['comment_authors', 'author']",zakhar-kogan,False,False,False,False,False
wmao533,1,['author'],wmao533,False,False,False,False,False
foram-chandra,11,"['comment_authors', 'review_comment_authors', 'author']",foram-chandra,False,False,False,False,False
jiahy0825,5,"['comment_authors', 'review_comment_authors', 'author']",jiahy0825,False,False,False,False,False
saltyJeff,1,['author'],saltyjeff,False,False,False,False,False
Thytu,8,"['comment_authors', 'review_comment_authors', 'author']",thytu,False,False,False,False,False
VasuAgrawal,1,['author'],vasuagrawal,False,False,False,False,False
EddyB1337,2,"['comment_authors', 'author']",eddyb1337,False,False,False,False,False
chrjxj,1,['comment_authors'],chrjxj,False,True,False,True,True
scsudhak-intel,1,['comment_authors'],scsudhak-intel,False,True,False,True,True
mplemay,1,['author'],mplemay,False,False,False,False,False
ezhang887,7,"['comment_authors', 'review_comment_authors', 'author']",ezhang887,False,False,False,False,False
pnacht,2,"['comment_authors', 'author']",pnacht,False,False,False,False,False
CanKorkut,2,"['review_comment_authors', 'author']",cankorkut,False,False,False,False,False
kongzii,2,"['comment_authors', 'author']",kongzii,False,False,False,False,False
jjpietrak,2,['author'],jjpietrak,False,False,False,False,False
AmrutaLopes,1,['author'],amrutalopes,False,False,False,False,False
fangwangcn,3,"['comment_authors', 'review_comment_authors', 'author']",fangwangcn,False,False,False,False,False
soumyodipto,3,"['comment_authors', 'review_comment_authors', 'author']",soumyodipto,False,False,False,False,False
hashupdatebot,4,"['comment_authors', 'author']",hashupdatebot,False,False,False,False,False
bitnick10,2,"['comment_authors', 'author']",bitnick10,False,False,False,False,False
wakananai,1,['author'],wakananai,False,False,False,False,False
bobbyi,1,['author'],bobbyi,False,False,False,False,False
GithubUserAccountAmazing,1,['author'],githubuseraccountamazing,False,False,False,False,False
AikoKiko,1,['author'],aikokiko,False,False,False,False,False
exclowd,1,['author'],exclowd,False,False,False,False,False
eastzone,3,"['comment_authors', 'author']",eastzone,False,False,False,False,False
leizhenyuan,5,"['comment_authors', 'author']",leizhenyuan,False,False,False,False,False
BLOrange-AMD,25,"['comment_authors', 'review_comment_authors', 'author']",blorange-amd,False,False,False,False,False
jarias-lfx,4,['comment_authors'],jarias-lfx,False,True,False,True,True
pashu123,4,"['comment_authors', 'author']",pashu123,False,False,False,False,False
lucyjin3,4,"['comment_authors', 'author']",lucyjin3,False,False,False,False,False
adnanaziz,1,['comment_authors'],adnanaziz,False,True,False,True,True
anobra,1,['author'],anobra,False,False,False,False,False
hwu36,3,['comment_authors'],hwu36,False,True,False,True,True
WBobby,3,"['comment_authors', 'author']",wbobby,False,False,False,False,False
kiszk,115,"['comment_authors', 'review_comment_authors', 'author']",kiszk,False,False,False,False,False
vaibhavc-cerebras,1,['review_comment_authors'],vaibhavc-cerebras,False,True,False,True,True
codyohl,2,"['comment_authors', 'author']",codyohl,False,False,False,False,False
SolenoidWGT,1,['author'],solenoidwgt,False,False,False,False,False
cloutier,4,"['comment_authors', 'author']",cloutier,False,False,False,False,False
stevenlele,1,['comment_authors'],stevenlele,False,True,False,True,True
waruqi,2,"['comment_authors', 'author']",waruqi,False,False,False,False,False
cyfdecyf,1,['comment_authors'],cyfdecyf,False,True,False,True,True
patrikhuber,1,['comment_authors'],patrikhuber,False,True,False,True,True
mantaionut,43,"['comment_authors', 'review_comment_authors', 'author']",mantaionut,False,False,False,False,False
joaoaleite,3,"['comment_authors', 'author']",joaoaleite,False,False,False,False,False
TrellixVulnTeam,1,['author'],trellixvulnteam,False,False,False,False,False
zerolinux5,2,"['review_comment_authors', 'author']",zerolinux5,False,False,False,False,False
ARKA1112,2,['author'],arka1112,False,False,False,False,False
MFisherBE,2,"['comment_authors', 'author']",mfisherbe,False,False,False,False,False
tic-Nimmons,1,['author'],tic-nimmons,False,False,False,False,False
gcbernreuter1s,1,['comment_authors'],gcbernreuter1s,False,True,False,True,True
rghosh08,1,['comment_authors'],rghosh08,False,True,False,True,True
yhna940,3,"['comment_authors', 'review_comment_authors', 'author']",yhna940,False,False,False,False,False
KKIEEK,1,['comment_authors'],kkieek,False,True,False,True,True
aslvrstn,17,"['comment_authors', 'review_comment_authors', 'author']",aslvrstn,False,False,False,False,False
cherrywoods,6,"['comment_authors', 'author']",cherrywoods,False,False,False,False,False
ani300,47,"['comment_authors', 'review_comment_authors', 'author']",ani300,False,False,False,False,False
wz337,469,"['comment_authors', 'review_comment_authors', 'author']",wz337,False,False,False,False,False
jmargeta,2,"['comment_authors', 'author']",jmargeta,False,False,False,False,False
jiaxuzhu92,12,"['comment_authors', 'review_comment_authors', 'author']",jiaxuzhu92,False,False,False,False,False
suprajb,1,['author'],suprajb,False,False,False,False,False
jimku9,3,"['comment_authors', 'author']",jimku9,False,False,False,False,False
yulin0077,1,['author'],yulin0077,False,False,False,False,False
hxu296,3,"['comment_authors', 'review_comment_authors', 'author']",hxu296,False,False,False,False,False
MichaelMonashev,2,"['comment_authors', 'author']",michaelmonashev,False,False,False,False,False
LukasM937,2,"['comment_authors', 'author']",lukasm937,False,False,False,False,False
huww98,3,"['comment_authors', 'review_comment_authors', 'author']",huww98,False,False,False,False,False
yashkondajisonawane,1,['author'],yashkondajisonawane,False,False,False,False,False
GlebKazantaev,11,"['comment_authors', 'author']",glebkazantaev,False,False,False,False,False
mikael10j,1,['author'],mikael10j,False,False,False,False,False
min-jean-cho,80,"['comment_authors', 'review_comment_authors', 'author']",min-jean-cho,False,False,False,False,False
neelrpatel,3,"['review_comment_authors', 'author']",neelrpatel,False,False,False,False,False
inisis,8,"['comment_authors', 'review_comment_authors', 'author']",inisis,False,False,False,False,False
harrism,2,"['comment_authors', 'review_comment_authors']",harrism,False,True,False,True,True
McPatate,1,['review_comment_authors'],mcpatate,False,True,False,True,True
ydwu4,280,"['comment_authors', 'review_comment_authors', 'author']",ydwu4,False,False,False,False,False
