repository,username,mention_count,roles,is_known_bot,only_comments,high_volume,suspected_bot
apache-spark,eddyxu,4,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
apache-spark,hywang203,1,['comment_authors'],False,True,False,True
apache-spark,msummersgill,1,['author'],False,False,False,False
apache-spark,hopefulnick,1,['author'],False,False,False,False
apache-spark,yaroslav-serhiichuk,2,"['author', 'review_comment_authors']",False,False,False,False
apache-spark,blcksrx,5,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
apache-spark,ornew,2,"['author', 'comment_authors']",False,False,False,False
apache-spark,lordk911,2,['comment_authors'],False,True,False,True
apache-spark,Balhau,3,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
apache-spark,Ciampi10,1,['review_comment_authors'],False,True,False,True
apache-spark,noslowerdna,4,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
apache-spark,dannymeijer,4,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
apache-spark,twoentartian,3,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
apache-spark,fbalicchia,1,['comment_authors'],False,True,False,True
apache-spark,xiao-penglei,1,['author'],False,False,False,False
apache-spark,xingchaozh,6,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
apache-spark,dmsolow,2,"['author', 'comment_authors']",False,False,False,False
apache-spark,woyumen4597,2,"['author', 'comment_authors']",False,False,False,False
apache-spark,hezuojiao,5,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
apache-spark,nikriek,3,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
apache-spark,robert4os,1,['author'],False,False,False,False
apache-spark,sumeetmi2,1,['author'],False,False,False,False
apache-spark,zhangptang,2,"['author', 'comment_authors']",False,False,False,False
apache-spark,Peng-Lei,148,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
apache-spark,lenadroid,2,"['author', 'review_comment_authors']",False,False,False,False
apache-spark,yijiacui-db,3,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
apache-spark,lxian,11,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
apache-spark,timarmstrong,13,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
apache-spark,mkrasilnikova,1,['comment_authors'],False,True,False,True
apache-spark,hanover-fiste,5,"['author', 'comment_authors', 'review_comment_authors']",False,False,False,False
apache-spark,ggarciabas,1,['author'],False,False,False,False
apache-spark,jlherzberg,1,['author'],False,False,False,False
apache-spark,BOOTMGR,4,"['author', 'comment_authors']",False,False,False,False
